subject,block_number,block_type,task_type,deviant_position,trial_number,trial_type,trial_looking_time,stimulus_displayed,task_question_type,task_question_response
SS1630958865498,1,complex_dissimilar,curiosity,6,3,background,7084.800000000745,images/stimuli/complex_15_A_a.gif,curiosity_background,3
SS1630958865498,1,complex_dissimilar,curiosity,6,4,background,6403.600000000559,images/stimuli/complex_15_A_a.gif,curiosity_background,3
SS1630945803732,1,simple_dissimilar,memory,6,1,background,6701.79999999702,images/stimuli/simple_10_A_a.gif,memory_background,1
SS1630945803732,1,simple_dissimilar,memory,6,2,background,6925.20000000298,images/stimuli/simple_10_A_a.gif,memory_background,1
SS1630945803732,1,simple_dissimilar,memory,6,3,background,1531.7000000029802,images/stimuli/simple_10_A_a.gif,memory_background,1
SS1630945803732,1,simple_dissimilar,memory,6,4,background,1542.1000000089407,images/stimuli/simple_10_A_a.gif,memory_background,1
SS1630949437798,1,simple_dissimilar,memory,6,1,background,5038.5,images/stimuli/simple_17_A_a.gif,memory_background,1
SS1630949437798,1,simple_dissimilar,memory,6,2,background,7816.099999904633,images/stimuli/simple_17_A_a.gif,memory_background,1
SS1630949437798,1,simple_dissimilar,memory,6,3,background,2696.2999999523163,images/stimuli/simple_17_A_a.gif,memory_background,1
SS1630949437798,1,simple_dissimilar,memory,6,4,background,3679,images/stimuli/simple_17_A_a.gif,memory_background,1
SS1630950311863,1,complex_dissimilar,memory,6,1,background,12183.899999856949,images/stimuli/complex_20_A_a.gif,memory_novel,1
SS1630950311863,1,complex_dissimilar,memory,6,2,background,8401.099999904633,images/stimuli/complex_20_A_a.gif,memory_novel,1
SS1630950311863,1,complex_dissimilar,memory,6,3,background,9867.799999952316,images/stimuli/complex_20_A_a.gif,memory_novel,1
SS1630950311863,1,complex_dissimilar,memory,6,4,background,7502.799999952316,images/stimuli/complex_20_A_a.gif,memory_novel,1
SS1630950615055,1,complex_dissimilar,memory,6,1,background,4613.0999999940395,images/stimuli/complex_20_A_a.gif,memory_novel,1
SS1630950615055,1,complex_dissimilar,memory,6,2,background,9320.19999998808,images/stimuli/complex_20_A_a.gif,memory_novel,1
SS1630950615055,1,complex_dissimilar,memory,6,3,background,1579.7999999821186,images/stimuli/complex_20_A_a.gif,memory_novel,1
SS1630950615055,1,complex_dissimilar,memory,6,4,background,3658.699999988079,images/stimuli/complex_20_A_a.gif,memory_novel,1
SS1630950904931,1,complex_dissimilar,memory,4,1,background,6977.599999904633,images/stimuli/complex_03_A_a.gif,memory_background,1
SS1630950904931,1,complex_dissimilar,memory,4,2,background,12910.700000047684,images/stimuli/complex_03_A_a.gif,memory_background,1
SS1630951077199,1,simple_dissimilar,memory,4,1,background,3469.100000023842,images/stimuli/simple_12_A_a.gif,memory_novel,1
SS1630951077199,1,simple_dissimilar,memory,4,2,background,2751,images/stimuli/simple_12_A_a.gif,memory_novel,1
SS1630951139571,1,complex_dissimilar,memory,6,1,background,7210.800000011921,images/stimuli/complex_19_A_a.gif,memory_novel,1
SS1630951139571,1,complex_dissimilar,memory,6,2,background,3818.899999976158,images/stimuli/complex_19_A_a.gif,memory_novel,1
SS1630951139571,1,complex_dissimilar,memory,6,3,background,1822.4000000059605,images/stimuli/complex_19_A_a.gif,memory_novel,1
SS1630951139571,1,complex_dissimilar,memory,6,4,background,2222,images/stimuli/complex_19_A_a.gif,memory_novel,1
SS1630951192553,1,simple_dissimilar,memory,4,1,background,4304.100000023842,images/stimuli/simple_03_A_a.gif,memory_background,1
SS1630951192553,1,simple_dissimilar,memory,4,2,background,3269.300000011921,images/stimuli/simple_03_A_a.gif,memory_background,1
SS1630951202004,1,simple_dissimilar,memory,4,1,background,15864.899999976158,images/stimuli/simple_02_A_a.gif,memory_novel,1
SS1630951202004,1,simple_dissimilar,memory,4,2,background,2352.2000000476837,images/stimuli/simple_02_A_a.gif,memory_novel,1
SS1630951342053,1,complex_dissimilar,memory,6,1,background,4316,images/stimuli/complex_01_A_a.gif,memory_novel,1
SS1630951342053,1,complex_dissimilar,memory,6,2,background,5095,images/stimuli/complex_01_A_a.gif,memory_novel,1
SS1630951342053,1,complex_dissimilar,memory,6,3,background,4769,images/stimuli/complex_01_A_a.gif,memory_novel,1
SS1630951342053,1,complex_dissimilar,memory,6,4,background,3878,images/stimuli/complex_01_A_a.gif,memory_novel,1
SS1630951357889,1,simple_dissimilar,memory,4,1,background,5811.400000035763,images/stimuli/simple_05_A_a.gif,memory_background,1
SS1630951357889,1,simple_dissimilar,memory,4,2,background,7617.099999964237,images/stimuli/simple_05_A_a.gif,memory_background,1
SS1630951687790,1,complex_dissimilar,memory,6,1,background,4835,images/stimuli/complex_10_A_a.gif,memory_background,1
SS1630951687790,1,complex_dissimilar,memory,6,2,background,3453.899999976158,images/stimuli/complex_10_A_a.gif,memory_background,1
SS1630951687790,1,complex_dissimilar,memory,6,3,background,3406.5,images/stimuli/complex_10_A_a.gif,memory_background,1
SS1630951687790,1,complex_dissimilar,memory,6,4,background,1335.7999999523165,images/stimuli/complex_10_A_a.gif,memory_background,1
SS1630951861361,1,complex_dissimilar,memory,4,1,background,9604.700000047684,images/stimuli/complex_20_A_a.gif,memory_background,1
SS1630951861361,1,complex_dissimilar,memory,4,2,background,9273.799999952316,images/stimuli/complex_20_A_a.gif,memory_background,1
SS1630952092916,1,simple_dissimilar,memory,6,1,background,3642.300000000745,images/stimuli/simple_08_A_a.gif,memory_background,1
SS1630952092916,1,simple_dissimilar,memory,6,2,background,4603.300000000745,images/stimuli/simple_08_A_a.gif,memory_background,1
SS1630952092916,1,simple_dissimilar,memory,6,3,background,3161,images/stimuli/simple_08_A_a.gif,memory_background,1
SS1630952092916,1,simple_dissimilar,memory,6,4,background,2404.60000000149,images/stimuli/simple_08_A_a.gif,memory_background,1
SS1630952164635,1,complex_dissimilar,memory,6,1,background,4457.600000143051,images/stimuli/complex_08_A_a.gif,memory_novel,1
SS1630952164635,1,complex_dissimilar,memory,6,2,background,4315.700000047684,images/stimuli/complex_08_A_a.gif,memory_novel,1
SS1630952164635,1,complex_dissimilar,memory,6,3,background,7908.299999952316,images/stimuli/complex_08_A_a.gif,memory_novel,1
SS1630952164635,1,complex_dissimilar,memory,6,4,background,2065.7000000476837,images/stimuli/complex_08_A_a.gif,memory_novel,1
SS1630952197333,1,complex_dissimilar,memory,4,1,background,4871.299999952316,images/stimuli/complex_03_A_a.gif,memory_novel,1
SS1630952197333,1,complex_dissimilar,memory,4,2,background,4480.700000047684,images/stimuli/complex_03_A_a.gif,memory_novel,1
SS1630952326222,1,simple_dissimilar,memory,4,1,background,6213.799999910407,images/stimuli/simple_11_A_a.gif,memory_background,1
SS1630952326222,1,simple_dissimilar,memory,4,2,background,8416.57000000123,images/stimuli/simple_11_A_a.gif,memory_background,1
SS1630952417154,1,simple_dissimilar,memory,6,1,background,5141.200000000012,images/stimuli/simple_04_A_a.gif,memory_background,1
SS1630952417154,1,simple_dissimilar,memory,6,2,background,5441.300000000047,images/stimuli/simple_04_A_a.gif,memory_background,1
SS1630952417154,1,simple_dissimilar,memory,6,3,background,8179.800000000047,images/stimuli/simple_04_A_a.gif,memory_background,1
SS1630952417154,1,simple_dissimilar,memory,6,4,background,7610.399999999965,images/stimuli/simple_04_A_a.gif,memory_background,1
SS1630952650695,1,complex_dissimilar,memory,6,1,background,9558.59999999404,images/stimuli/complex_16_A_a.gif,memory_background,1
SS1630952650695,1,complex_dissimilar,memory,6,2,background,8197.10000000894,images/stimuli/complex_16_A_a.gif,memory_background,1
SS1630952650695,1,complex_dissimilar,memory,6,3,background,4778.70000000298,images/stimuli/complex_16_A_a.gif,memory_background,1
SS1630952650695,1,complex_dissimilar,memory,6,4,background,7170,images/stimuli/complex_16_A_a.gif,memory_background,1
SS1630952651059,1,complex_dissimilar,memory,4,1,background,6410.299999999814,images/stimuli/complex_14_A_a.gif,memory_background,1
SS1630952651059,1,complex_dissimilar,memory,4,2,background,10857.600000000091,images/stimuli/complex_14_A_a.gif,memory_background,1
SS1630952892883,1,simple_dissimilar,memory,4,1,background,6356.60000000149,images/stimuli/simple_17_A_a.gif,memory_novel,1
SS1630952892883,1,simple_dissimilar,memory,4,2,background,6666.699999999255,images/stimuli/simple_17_A_a.gif,memory_novel,1
SS1630952933005,1,simple_dissimilar,memory,6,1,background,3683.800000190735,images/stimuli/simple_17_A_a.gif,memory_novel,1
SS1630952933005,1,simple_dissimilar,memory,6,2,background,1935.9000000953672,images/stimuli/simple_17_A_a.gif,memory_novel,1
SS1630952933005,1,simple_dissimilar,memory,6,3,background,2471.2999997138977,images/stimuli/simple_17_A_a.gif,memory_novel,1
SS1630952933005,1,simple_dissimilar,memory,6,4,background,1828.5,images/stimuli/simple_17_A_a.gif,memory_novel,1
SS1630953249512,1,complex_dissimilar,memory,4,1,background,7083.4000000059605,images/stimuli/complex_13_A_a.gif,memory_background,1
SS1630953249512,1,complex_dissimilar,memory,4,2,background,3367,images/stimuli/complex_13_A_a.gif,memory_background,1
SS1630953415738,1,simple_dissimilar,memory,4,1,background,3081.2000000476837,images/stimuli/simple_15_A_a.gif,memory_novel,1
SS1630953415738,1,simple_dissimilar,memory,4,2,background,4381.299999952316,images/stimuli/simple_15_A_a.gif,memory_novel,1
SS1630953459504,1,complex_dissimilar,memory,6,2,background,4248.800000011921,images/stimuli/complex_11_A_a.gif,memory_background,1
SS1630953459504,1,complex_dissimilar,memory,6,3,background,7872.799999982119,images/stimuli/complex_11_A_a.gif,memory_background,1
SS1630953459504,1,complex_dissimilar,memory,6,4,background,8978.700000017881,images/stimuli/complex_11_A_a.gif,memory_background,1
SS1630953554728,1,simple_dissimilar,memory,6,1,background,6459.599999904633,images/stimuli/simple_06_A_a.gif,memory_background,1
SS1630953554728,1,simple_dissimilar,memory,6,2,background,6095.600000143051,images/stimuli/simple_06_A_a.gif,memory_background,1
SS1630953554728,1,simple_dissimilar,memory,6,3,background,11208.300000190737,images/stimuli/simple_06_A_a.gif,memory_background,1
SS1630953554728,1,simple_dissimilar,memory,6,4,background,7251.599999904633,images/stimuli/simple_06_A_a.gif,memory_background,1
SS1630953819807,1,simple_dissimilar,memory,4,1,background,11226.5,images/stimuli/simple_01_A_a.gif,memory_novel,1
SS1630953819807,1,simple_dissimilar,memory,4,2,background,9074.599999964235,images/stimuli/simple_01_A_a.gif,memory_novel,1
SS1630953879284,1,complex_dissimilar,memory,4,1,background,3835.699999988079,images/stimuli/complex_04_A_a.gif,memory_background,1
SS1630953879284,1,complex_dissimilar,memory,4,2,background,4455.0999999940395,images/stimuli/complex_04_A_a.gif,memory_background,1
SS1630953904498,1,simple_dissimilar,memory,6,1,background,7022.399999999907,images/stimuli/simple_14_A_a.gif,memory_background,1
SS1630953904498,1,simple_dissimilar,memory,6,2,background,3065.600000000093,images/stimuli/simple_14_A_a.gif,memory_background,1
SS1630953904498,1,simple_dissimilar,memory,6,3,background,2854.9000000003725,images/stimuli/simple_14_A_a.gif,memory_background,1
SS1630953904498,1,simple_dissimilar,memory,6,4,background,1146.8999999999069,images/stimuli/simple_14_A_a.gif,memory_background,1
SS1630954064103,1,complex_dissimilar,memory,4,1,background,6076.699999928474,images/stimuli/complex_19_A_a.gif,memory_background,1
SS1630954064103,1,complex_dissimilar,memory,4,2,background,5325.899999976158,images/stimuli/complex_19_A_a.gif,memory_background,1
SS1630954166127,1,simple_dissimilar,memory,6,1,background,3695.799999952316,images/stimuli/simple_11_A_a.gif,memory_background,1
SS1630954166127,1,simple_dissimilar,memory,6,2,background,2412.5,images/stimuli/simple_11_A_a.gif,memory_background,1
SS1630954166127,1,simple_dissimilar,memory,6,3,background,2400,images/stimuli/simple_11_A_a.gif,memory_background,1
SS1630954166127,1,simple_dissimilar,memory,6,4,background,2975.7999999523163,images/stimuli/simple_11_A_a.gif,memory_background,1
SS1630954238919,1,complex_dissimilar,memory,4,1,background,1424.89999999851,images/stimuli/complex_04_A_a.gif,memory_novel,1
SS1630954238919,1,complex_dissimilar,memory,4,2,background,1544.5,images/stimuli/complex_04_A_a.gif,memory_novel,1
SS1630954277601,1,complex_dissimilar,memory,4,1,background,11453.79999999702,images/stimuli/complex_12_A_a.gif,memory_background,1
SS1630954277601,1,complex_dissimilar,memory,4,2,background,14898.30000001192,images/stimuli/complex_12_A_a.gif,memory_background,1
SS1630954327708,1,simple_dissimilar,memory,4,1,background,4295,images/stimuli/simple_03_A_a.gif,memory_novel,1
SS1630954327708,1,simple_dissimilar,memory,4,2,background,4878.899999976158,images/stimuli/simple_03_A_a.gif,memory_novel,1
SS1630954379939,1,complex_dissimilar,memory,4,1,background,25115,images/stimuli/complex_14_A_a.gif,memory_novel,1
SS1630954379939,1,complex_dissimilar,memory,4,2,background,11132,images/stimuli/complex_14_A_a.gif,memory_novel,1
SS1630954479656,1,simple_dissimilar,memory,4,1,background,5638.100000000093,images/stimuli/simple_09_A_a.gif,memory_novel,1
SS1630954479656,1,simple_dissimilar,memory,4,2,background,8037.200000000186,images/stimuli/simple_09_A_a.gif,memory_novel,1
SS1630954676290,1,complex_dissimilar,memory,4,1,background,5072.79999999702,images/stimuli/complex_15_A_a.gif,memory_background,1
SS1630954676290,1,complex_dissimilar,memory,4,2,background,6089.60000000149,images/stimuli/complex_15_A_a.gif,memory_background,1
SS1630954820680,1,complex_dissimilar,memory,4,1,background,13564.600000023842,images/stimuli/complex_15_A_a.gif,memory_background,1
SS1630954820680,1,complex_dissimilar,memory,4,2,background,8622.899999976158,images/stimuli/complex_15_A_a.gif,memory_background,1
SS1630954924244,1,simple_dissimilar,memory,4,1,background,7183.900000095367,images/stimuli/simple_19_A_a.gif,memory_novel,1
SS1630954924244,1,simple_dissimilar,memory,4,2,background,2910.1000003814697,images/stimuli/simple_19_A_a.gif,memory_novel,1
SS1630955275315,1,complex_dissimilar,memory,6,1,background,4029.199999999255,images/stimuli/complex_03_A_a.gif,memory_novel,1
SS1630955275315,1,complex_dissimilar,memory,6,2,background,3112.10000000149,images/stimuli/complex_03_A_a.gif,memory_novel,1
SS1630955275315,1,complex_dissimilar,memory,6,3,background,2537.20000000298,images/stimuli/complex_03_A_a.gif,memory_novel,1
SS1630955275315,1,complex_dissimilar,memory,6,4,background,2214.800000000745,images/stimuli/complex_03_A_a.gif,memory_novel,1
SS1630955324434,1,complex_dissimilar,memory,6,1,background,8576.59999999404,images/stimuli/complex_12_A_a.gif,memory_background,0
SS1630955324434,1,complex_dissimilar,memory,6,2,background,8066.899999991059,images/stimuli/complex_12_A_a.gif,memory_background,0
SS1630955324434,1,complex_dissimilar,memory,6,3,background,8164.699999988079,images/stimuli/complex_12_A_a.gif,memory_background,0
SS1630955324434,1,complex_dissimilar,memory,6,4,background,9417,images/stimuli/complex_12_A_a.gif,memory_background,0
SS1630955346320,1,complex_dissimilar,memory,6,1,background,2439.10000000149,images/stimuli/complex_16_A_a.gif,memory_novel,1
SS1630955346320,1,complex_dissimilar,memory,6,2,background,1802.39999999851,images/stimuli/complex_16_A_a.gif,memory_novel,1
SS1630955346320,1,complex_dissimilar,memory,6,3,background,1204.60000000149,images/stimuli/complex_16_A_a.gif,memory_novel,1
SS1630955346320,1,complex_dissimilar,memory,6,4,background,1762.5999999940395,images/stimuli/complex_16_A_a.gif,memory_novel,1
SS1630955362456,1,complex_dissimilar,memory,4,1,background,3731.300000000745,images/stimuli/complex_10_A_a.gif,memory_novel,1
SS1630955362456,1,complex_dissimilar,memory,4,2,background,1133.800000000745,images/stimuli/complex_10_A_a.gif,memory_novel,1
SS1630955712000,1,simple_dissimilar,memory,6,1,background,7500,images/stimuli/simple_16_A_a.gif,memory_background,1
SS1630955712000,1,simple_dissimilar,memory,6,2,background,5900,images/stimuli/simple_16_A_a.gif,memory_background,1
SS1630955712000,1,simple_dissimilar,memory,6,3,background,5000,images/stimuli/simple_16_A_a.gif,memory_background,1
SS1630955712000,1,simple_dissimilar,memory,6,4,background,5200,images/stimuli/simple_16_A_a.gif,memory_background,1
SS1630955845054,1,complex_dissimilar,memory,4,1,background,17760,images/stimuli/complex_02_A_a.gif,memory_background,1
SS1630955845054,1,complex_dissimilar,memory,4,2,background,4145,images/stimuli/complex_02_A_a.gif,memory_background,1
SS1630955887727,1,simple_dissimilar,memory,6,1,background,12315.600000000006,images/stimuli/simple_20_A_a.gif,memory_novel,1
SS1630955887727,1,simple_dissimilar,memory,6,2,background,9170.000000000016,images/stimuli/simple_20_A_a.gif,memory_novel,1
SS1630955887727,1,simple_dissimilar,memory,6,3,background,6123.900000000023,images/stimuli/simple_20_A_a.gif,memory_novel,1
SS1630955887727,1,simple_dissimilar,memory,6,4,background,8873.699999999953,images/stimuli/simple_20_A_a.gif,memory_novel,1
SS1630955974344,1,simple_dissimilar,memory,6,1,background,18749.80000001192,images/stimuli/simple_06_A_a.gif,memory_background,1
SS1630955974344,1,simple_dissimilar,memory,6,2,background,9156.299999952316,images/stimuli/simple_06_A_a.gif,memory_background,1
SS1630955974344,1,simple_dissimilar,memory,6,3,background,12027.799999952316,images/stimuli/simple_06_A_a.gif,memory_background,1
SS1630955974344,1,simple_dissimilar,memory,6,4,background,13609.799999952316,images/stimuli/simple_06_A_a.gif,memory_background,1
SS1630956108047,1,simple_dissimilar,memory,4,1,background,8186,images/stimuli/simple_19_A_a.gif,memory_background,0
SS1630956108047,1,simple_dissimilar,memory,4,2,background,5778,images/stimuli/simple_19_A_a.gif,memory_background,0
SS1630961119566,1,simple_dissimilar,memory,4,1,background,7056,images/stimuli/simple_10_A_a.gif,memory_novel,1
SS1630961119566,1,simple_dissimilar,memory,4,2,background,7386.300000011921,images/stimuli/simple_10_A_a.gif,memory_novel,1
SS1630950429319,1,complex_dissimilar,math,4,1,background,3378.7000000000116,images/stimuli/complex_07_A_a.gif,math,1
SS1630950429319,1,complex_dissimilar,math,4,2,background,2043.7000000000116,images/stimuli/complex_07_A_a.gif,math,1
SS1630950570403,1,complex_dissimilar,math,6,1,background,3329.9000000115484,images/stimuli/complex_02_A_a.gif,math,1
SS1630950570403,1,complex_dissimilar,math,6,2,background,3267.200000002049,images/stimuli/complex_02_A_a.gif,math,1
SS1630950570403,1,complex_dissimilar,math,6,3,background,4089.200000002166,images/stimuli/complex_02_A_a.gif,math,1
SS1630950570403,1,complex_dissimilar,math,6,4,background,1678.9999999891734,images/stimuli/complex_02_A_a.gif,math,1
SS1630950873228,1,simple_dissimilar,math,6,1,background,7642,images/stimuli/simple_11_A_a.gif,math,1
SS1630950873228,1,simple_dissimilar,math,6,2,background,5013,images/stimuli/simple_11_A_a.gif,math,1
SS1630950873228,1,simple_dissimilar,math,6,3,background,6488,images/stimuli/simple_11_A_a.gif,math,1
SS1630950873228,1,simple_dissimilar,math,6,4,background,4490,images/stimuli/simple_11_A_a.gif,math,1
SS1630951084066,1,complex_dissimilar,math,4,1,background,6831.700000047684,images/stimuli/complex_02_A_a.gif,math,1
SS1630951084066,1,complex_dissimilar,math,4,2,background,7104.100000023842,images/stimuli/complex_02_A_a.gif,math,1
SS1630951168843,1,simple_dissimilar,math,6,1,background,6913.799999952316,images/stimuli/simple_01_A_a.gif,math,1
SS1630951168843,1,simple_dissimilar,math,6,2,background,5427.599999904633,images/stimuli/simple_01_A_a.gif,math,1
SS1630951168843,1,simple_dissimilar,math,6,3,background,6175.299999952316,images/stimuli/simple_01_A_a.gif,math,1
SS1630951168843,1,simple_dissimilar,math,6,4,background,4566.5,images/stimuli/simple_01_A_a.gif,math,1
SS1630951253791,1,complex_dissimilar,math,4,1,background,557,images/stimuli/complex_08_A_a.gif,math,1
SS1630951253791,1,complex_dissimilar,math,4,2,background,1054,images/stimuli/complex_08_A_a.gif,math,1
SS1630951368875,1,simple_dissimilar,math,4,1,background,6076.5,images/stimuli/simple_03_A_a.gif,math,1
SS1630951368875,1,simple_dissimilar,math,4,2,background,5358.699999988079,images/stimuli/simple_03_A_a.gif,math,1
SS1630951481721,1,complex_dissimilar,math,6,1,background,4448.600000143051,images/stimuli/complex_06_A_a.gif,math,1
SS1630951481721,1,complex_dissimilar,math,6,2,background,2570.7000000476837,images/stimuli/complex_06_A_a.gif,math,1
SS1630951481721,1,complex_dissimilar,math,6,3,background,5213.599999904633,images/stimuli/complex_06_A_a.gif,math,1
SS1630951481721,1,complex_dissimilar,math,6,4,background,3859.799999952316,images/stimuli/complex_06_A_a.gif,math,1
SS1630951583340,1,simple_dissimilar,math,4,1,background,4053,images/stimuli/simple_09_A_a.gif,math,1
SS1630951583340,1,simple_dissimilar,math,4,2,background,1526,images/stimuli/simple_09_A_a.gif,math,1
SS1630951623475,1,complex_dissimilar,math,6,1,background,14220.90000000596,images/stimuli/complex_11_A_a.gif,math,1
SS1630951623475,1,complex_dissimilar,math,6,2,background,3517.7000000178814,images/stimuli/complex_11_A_a.gif,math,1
SS1630951623475,1,complex_dissimilar,math,6,3,background,5982.799999982119,images/stimuli/complex_11_A_a.gif,math,1
SS1630951623475,1,complex_dissimilar,math,6,4,background,19280.40000000596,images/stimuli/complex_11_A_a.gif,math,1
SS1630951807437,1,complex_dissimilar,math,4,1,background,5152,images/stimuli/complex_20_A_a.gif,math,1
SS1630951807437,1,complex_dissimilar,math,4,2,background,1046.0999999046326,images/stimuli/complex_20_A_a.gif,math,1
SS1630951865586,1,complex_dissimilar,math,4,1,background,4737,images/stimuli/complex_14_A_a.gif,math,1
SS1630951865586,1,complex_dissimilar,math,4,2,background,6523,images/stimuli/complex_14_A_a.gif,math,1
SS1630951964890,1,simple_dissimilar,math,4,1,background,6549.9000000059605,images/stimuli/simple_16_A_a.gif,math,1
SS1630951964890,1,simple_dissimilar,math,4,2,background,4884.79999999702,images/stimuli/simple_16_A_a.gif,math,1
SS1630951986199,1,complex_dissimilar,math,6,1,background,8720.100000023842,images/stimuli/complex_07_A_a.gif,math,1
SS1630951986199,1,complex_dissimilar,math,6,2,background,9795.399999976158,images/stimuli/complex_07_A_a.gif,math,1
SS1630951986199,1,complex_dissimilar,math,6,3,background,8517.899999976158,images/stimuli/complex_07_A_a.gif,math,1
SS1630951986199,1,complex_dissimilar,math,6,4,background,682.2999999523163,images/stimuli/complex_07_A_a.gif,math,1
SS1630952175106,1,complex_dissimilar,math,6,1,background,8889,images/stimuli/complex_08_A_a.gif,math,1
SS1630952175106,1,complex_dissimilar,math,6,2,background,5523,images/stimuli/complex_08_A_a.gif,math,1
SS1630952175106,1,complex_dissimilar,math,6,3,background,3058,images/stimuli/complex_08_A_a.gif,math,1
SS1630952175106,1,complex_dissimilar,math,6,4,background,1157,images/stimuli/complex_08_A_a.gif,math,1
SS1630952417185,1,complex_dissimilar,math,4,1,background,4558.900000095367,images/stimuli/complex_13_A_a.gif,math,1
SS1630952417185,1,complex_dissimilar,math,4,2,background,4078.599999904633,images/stimuli/complex_13_A_a.gif,math,1
SS1630952448403,1,simple_dissimilar,math,6,1,background,6096.700000047684,images/stimuli/simple_01_A_a.gif,math,1
SS1630952448403,1,simple_dissimilar,math,6,2,background,6985.699999988079,images/stimuli/simple_01_A_a.gif,math,1
SS1630952448403,1,simple_dissimilar,math,6,3,background,4329.800000011921,images/stimuli/simple_01_A_a.gif,math,1
SS1630952448403,1,simple_dissimilar,math,6,4,background,4149.700000047684,images/stimuli/simple_01_A_a.gif,math,1
SS1630952457080,1,complex_dissimilar,math,4,1,background,8146.29999999702,images/stimuli/complex_18_A_a.gif,math,1
SS1630952457080,1,complex_dissimilar,math,4,2,background,5643.9000000059605,images/stimuli/complex_18_A_a.gif,math,1
SS1630952510283,1,simple_dissimilar,math,4,1,background,8514.800000011921,images/stimuli/simple_12_A_a.gif,math,1
SS1630952510283,1,simple_dissimilar,math,4,2,background,4828.600000023842,images/stimuli/simple_12_A_a.gif,math,1
SS1630952623030,1,complex_dissimilar,math,4,1,background,698,images/stimuli/complex_17_A_a.gif,math,1
SS1630952623030,1,complex_dissimilar,math,4,2,background,712,images/stimuli/complex_17_A_a.gif,math,1
SS1630952689391,1,simple_dissimilar,math,4,1,background,3927.2999999821186,images/stimuli/simple_18_A_a.gif,math,1
SS1630952689391,1,simple_dissimilar,math,4,2,background,2330.699999988079,images/stimuli/simple_18_A_a.gif,math,1
SS1630952798224,1,simple_dissimilar,math,4,1,background,6507.799999952316,images/stimuli/simple_19_A_a.gif,math,1
SS1630952798224,1,simple_dissimilar,math,4,2,background,6136,images/stimuli/simple_19_A_a.gif,math,1
SS1630953163340,1,complex_dissimilar,math,4,1,background,984.5,images/stimuli/complex_09_A_a.gif,math,1
SS1630953163340,1,complex_dissimilar,math,4,2,background,709.5,images/stimuli/complex_09_A_a.gif,math,1
SS1630953334692,1,complex_dissimilar,math,6,1,background,5811.099999964237,images/stimuli/complex_05_A_a.gif,math,1
SS1630953334692,1,complex_dissimilar,math,6,2,background,5620.900000035763,images/stimuli/complex_05_A_a.gif,math,1
SS1630953334692,1,complex_dissimilar,math,6,3,background,6171.5,images/stimuli/complex_05_A_a.gif,math,1
SS1630953334692,1,complex_dissimilar,math,6,4,background,5339.600000023842,images/stimuli/complex_05_A_a.gif,math,1
SS1630953442228,1,complex_dissimilar,math,4,1,background,20517,images/stimuli/complex_16_A_a.gif,math,1
SS1630953442228,1,complex_dissimilar,math,4,2,background,6596,images/stimuli/complex_16_A_a.gif,math,1
SS1630953461861,1,simple_dissimilar,math,6,1,background,8520.600000023842,images/stimuli/simple_07_A_a.gif,math,1
SS1630953461861,1,simple_dissimilar,math,6,2,background,6838.899999976158,images/stimuli/simple_07_A_a.gif,math,1
SS1630953461861,1,simple_dissimilar,math,6,3,background,3680.100000023842,images/stimuli/simple_07_A_a.gif,math,1
SS1630953461861,1,simple_dissimilar,math,6,4,background,3638.200000047684,images/stimuli/simple_07_A_a.gif,math,1
SS1630953517709,1,complex_dissimilar,math,4,1,background,4178.5,images/stimuli/complex_10_A_a.gif,math,1
SS1630953517709,1,complex_dissimilar,math,4,2,background,3401.20000000298,images/stimuli/complex_10_A_a.gif,math,1
SS1630953532068,1,complex_dissimilar,math,4,1,background,12519.299999952316,images/stimuli/complex_10_A_a.gif,math,1
SS1630953532068,1,complex_dissimilar,math,4,2,background,6041.800000071526,images/stimuli/complex_10_A_a.gif,math,1
SS1630953553324,1,simple_dissimilar,math,4,1,background,1461,images/stimuli/simple_16_A_a.gif,math,1
SS1630953553324,1,simple_dissimilar,math,4,2,background,882,images/stimuli/simple_16_A_a.gif,math,1
SS1630953556646,1,simple_dissimilar,math,6,1,background,4990,images/stimuli/simple_12_A_a.gif,math,1
SS1630953556646,1,simple_dissimilar,math,6,2,background,5414.30000000447,images/stimuli/simple_12_A_a.gif,math,1
SS1630953556646,1,simple_dissimilar,math,6,3,background,5802,images/stimuli/simple_12_A_a.gif,math,1
SS1630953556646,1,simple_dissimilar,math,6,4,background,4554.9000000059605,images/stimuli/simple_12_A_a.gif,math,1
SS1630953575996,1,simple_dissimilar,math,6,1,background,6352.70000000298,images/stimuli/simple_03_A_a.gif,math,1
SS1630953575996,1,simple_dissimilar,math,6,2,background,2703.1999999955297,images/stimuli/simple_03_A_a.gif,math,1
SS1630953575996,1,simple_dissimilar,math,6,3,background,6609.5,images/stimuli/simple_03_A_a.gif,math,1
SS1630953575996,1,simple_dissimilar,math,6,4,background,1075.60000000149,images/stimuli/simple_03_A_a.gif,math,1
SS1630953635529,1,simple_dissimilar,math,4,1,background,8020.900000095367,images/stimuli/simple_17_A_a.gif,math,1
SS1630953635529,1,simple_dissimilar,math,4,2,background,8606.299999952316,images/stimuli/simple_17_A_a.gif,math,1
SS1630953667755,1,simple_dissimilar,math,6,1,background,3722,images/stimuli/simple_16_A_a.gif,math,1
SS1630953667755,1,simple_dissimilar,math,6,2,background,4329,images/stimuli/simple_16_A_a.gif,math,1
