subject,block_number,task_type,deviant_position,trial_number,trial_type,trial_looking_time,stimulus_displayed,task_question_type,task_question_response
S006,1,curiosity,7,1,background,3717.8622348001227,images/stimuli/11_A_a.gif,curiosity_background,3
S006,1,curiosity,7,2,background,3278.049837332219,images/stimuli/6_A_a.gif,curiosity_background,3
S006,1,curiosity,7,3,background,3116.4492095122114,images/stimuli/5_A_a.gif,curiosity_background,3
S006,1,curiosity,7,4,background,2472.235419554636,images/stimuli/2_A_a.gif,curiosity_background,1
S006,1,curiosity,7,5,background,1941.5845320327207,images/stimuli/17_A_a.gif,curiosity_background,3
S006,1,curiosity,7,6,background,1266.66041277349,images/stimuli/5_A_a.gif,curiosity_background,3
S006,1,curiosity,7,7,deviant,27477.86548687145,images/stimuli/19_A_a.gif,curiosity_background,2
S007,1,curiosity,5,1,background,3135.0519687402993,images/stimuli/18_A_a.gif,curiosity_background,3
S007,1,curiosity,5,2,background,1844.8519641533494,images/stimuli/19_A_a.gif,curiosity_background,5
S007,1,curiosity,5,3,background,1550.7298628799617,images/stimuli/9_A_a.gif,curiosity_background,5
S007,1,curiosity,5,4,background,1217.396015767008,images/stimuli/19_A_a.gif,curiosity_background,2
S007,1,curiosity,5,5,deviant,21487.779770977795,images/stimuli/14_A_a.gif,curiosity_background,4
S008,1,curiosity,5,1,background,3551.8897749716416,images/stimuli/13_A_a.gif,curiosity_background,1
S008,1,curiosity,5,2,background,2575.328109553084,images/stimuli/3_A_a.gif,curiosity_background,5
S008,1,curiosity,5,3,background,2459.6906022634357,images/stimuli/13_A_a.gif,curiosity_background,5
S008,1,curiosity,5,4,background,2197.8947386378422,images/stimuli/14_A_a.gif,curiosity_background,1
S008,1,curiosity,5,5,deviant,28018.51871656254,images/stimuli/4_A_a.gif,curiosity_background,1
S009,1,curiosity,5,1,background,3785.826029139571,images/stimuli/14_A_a.gif,curiosity_background,5
S009,1,curiosity,5,2,background,3152.865427196957,images/stimuli/13_A_a.gif,curiosity_background,5
S009,1,curiosity,5,3,background,1906.1706317588687,images/stimuli/20_A_a.gif,curiosity_background,1
S009,1,curiosity,5,4,background,1323.2331147883087,images/stimuli/15_A_a.gif,curiosity_background,2
S009,1,curiosity,5,5,deviant,27727.94398944825,images/stimuli/8_A_a.gif,curiosity_background,5
S010,1,curiosity,5,1,background,2753.022646298632,images/stimuli/14_A_a.gif,curiosity_background,5
S010,1,curiosity,5,2,background,2491.1687002750114,images/stimuli/19_A_a.gif,curiosity_background,1
S010,1,curiosity,5,3,background,1716.0939516033977,images/stimuli/19_A_a.gif,curiosity_background,4
S010,1,curiosity,5,4,background,783.9218353619799,images/stimuli/17_A_a.gif,curiosity_background,5
S010,1,curiosity,5,5,deviant,25988.021490629762,images/stimuli/9_A_a.gif,curiosity_background,2
S011,1,curiosity,5,1,background,4997.857898822986,images/stimuli/6_A_a.gif,curiosity_background,1
S011,1,curiosity,5,2,background,3763.8471346581355,images/stimuli/20_A_a.gif,curiosity_background,3
S011,1,curiosity,5,3,background,2615.011911606416,images/stimuli/8_A_a.gif,curiosity_background,4
S011,1,curiosity,5,4,background,2576.6953016864136,images/stimuli/14_A_a.gif,curiosity_background,5
S011,1,curiosity,5,5,deviant,28459.357917308807,images/stimuli/14_A_a.gif,curiosity_background,1
S012,1,curiosity,5,1,background,4946.014874265529,images/stimuli/10_A_a.gif,curiosity_background,4
S012,1,curiosity,5,2,background,4721.12717689015,images/stimuli/12_A_a.gif,curiosity_background,5
S012,1,curiosity,5,3,background,3407.167491153814,images/stimuli/16_A_a.gif,curiosity_background,5
S012,1,curiosity,5,4,background,2468.978280085139,images/stimuli/3_A_a.gif,curiosity_background,1
S012,1,curiosity,5,5,deviant,24563.195609953254,images/stimuli/12_A_a.gif,curiosity_background,5
S013,1,curiosity,5,1,background,3673.9817678462714,images/stimuli/8_A_a.gif,curiosity_background,5
S013,1,curiosity,5,2,background,2400.5679241381586,images/stimuli/19_A_a.gif,curiosity_background,5
S013,1,curiosity,5,3,background,1361.4172853995115,images/stimuli/18_A_a.gif,curiosity_background,4
S013,1,curiosity,5,4,background,560.842138598673,images/stimuli/19_A_a.gif,curiosity_background,1
S013,1,curiosity,5,5,deviant,27312.031057663262,images/stimuli/5_A_a.gif,curiosity_background,2
S014,1,curiosity,7,1,background,3543.4873801423237,images/stimuli/5_A_a.gif,curiosity_background,2
S014,1,curiosity,7,2,background,2987.944117747247,images/stimuli/7_A_a.gif,curiosity_background,2
S014,1,curiosity,7,3,background,2415.9136266680434,images/stimuli/12_A_a.gif,curiosity_background,5
S014,1,curiosity,7,4,background,1990.0279823923483,images/stimuli/13_A_a.gif,curiosity_background,5
S014,1,curiosity,7,5,background,1748.0046689743176,images/stimuli/10_A_a.gif,curiosity_background,3
S014,1,curiosity,7,6,background,737.8505526576191,images/stimuli/1_A_a.gif,curiosity_background,2
S014,1,curiosity,7,7,deviant,26101.184820290655,images/stimuli/15_A_a.gif,curiosity_background,2
S015,1,curiosity,5,1,background,3440.0985375978053,images/stimuli/5_A_a.gif,curiosity_background,1
S015,1,curiosity,5,2,background,1312.1260778279975,images/stimuli/14_A_a.gif,curiosity_background,5
S015,1,curiosity,5,3,background,970.0812571682036,images/stimuli/18_A_a.gif,curiosity_background,1
S015,1,curiosity,5,4,background,876.4559854753315,images/stimuli/9_A_a.gif,curiosity_background,2
S015,1,curiosity,5,5,deviant,28123.929838184267,images/stimuli/1_A_a.gif,curiosity_background,4
S016,1,curiosity,7,1,background,4439.892748370767,images/stimuli/11_A_a.gif,curiosity_background,5
S016,1,curiosity,7,2,background,4192.586092976853,images/stimuli/9_A_a.gif,curiosity_background,3
S016,1,curiosity,7,3,background,4117.01176839415,images/stimuli/20_A_a.gif,curiosity_background,4
S016,1,curiosity,7,4,background,1648.6960268812254,images/stimuli/15_A_a.gif,curiosity_background,4
S016,1,curiosity,7,5,background,1076.0409048525617,images/stimuli/18_A_a.gif,curiosity_background,1
S016,1,curiosity,7,6,background,706.2558382749557,images/stimuli/7_A_a.gif,curiosity_background,4
S016,1,curiosity,7,7,deviant,26088.314035441726,images/stimuli/9_A_a.gif,curiosity_background,4
S017,1,curiosity,5,1,background,4494.823315064423,images/stimuli/12_A_a.gif,curiosity_background,4
S017,1,curiosity,5,2,background,3444.715794874355,images/stimuli/12_A_a.gif,curiosity_background,3
S017,1,curiosity,5,3,background,2768.417752813548,images/stimuli/11_A_a.gif,curiosity_background,3
S017,1,curiosity,5,4,background,2403.627231833525,images/stimuli/19_A_a.gif,curiosity_background,2
S017,1,curiosity,5,5,deviant,28920.164711307734,images/stimuli/11_A_a.gif,curiosity_background,4
S018,1,curiosity,7,1,background,3749.9992300290614,images/stimuli/4_A_a.gif,curiosity_background,3
S018,1,curiosity,7,2,background,2846.5037911664695,images/stimuli/9_A_a.gif,curiosity_background,4
S018,1,curiosity,7,3,background,2222.203475306742,images/stimuli/5_A_a.gif,curiosity_background,4
S018,1,curiosity,7,4,background,2103.373307385482,images/stimuli/16_A_a.gif,curiosity_background,3
S018,1,curiosity,7,5,background,1044.8505963431671,images/stimuli/11_A_a.gif,curiosity_background,5
S018,1,curiosity,7,6,background,643.858928931877,images/stimuli/16_A_a.gif,curiosity_background,1
S018,1,curiosity,7,7,deviant,28851.84176499024,images/stimuli/9_A_a.gif,curiosity_background,5
S019,1,curiosity,5,1,background,4983.673897688277,images/stimuli/7_A_a.gif,curiosity_background,3
S019,1,curiosity,5,2,background,2925.5870989290997,images/stimuli/11_A_a.gif,curiosity_background,3
S019,1,curiosity,5,3,background,1782.0299634477124,images/stimuli/15_A_a.gif,curiosity_background,1
S019,1,curiosity,5,4,background,1507.1325009921566,images/stimuli/9_A_a.gif,curiosity_background,1
S019,1,curiosity,5,5,deviant,23289.165368769318,images/stimuli/14_A_a.gif,curiosity_background,1
S020,1,curiosity,5,1,background,3708.648773492314,images/stimuli/6_A_a.gif,curiosity_background,1
S020,1,curiosity,5,2,background,2575.3973252139986,images/stimuli/18_A_a.gif,curiosity_background,3
S020,1,curiosity,5,3,background,1344.9051530333236,images/stimuli/7_A_a.gif,curiosity_background,3
S020,1,curiosity,5,4,background,882.8148681204766,images/stimuli/7_A_a.gif,curiosity_background,5
S020,1,curiosity,5,5,deviant,29359.073066152632,images/stimuli/12_A_a.gif,curiosity_background,2
S021,1,curiosity,7,1,background,4009.7189402440563,images/stimuli/6_A_a.gif,curiosity_background,1
S021,1,curiosity,7,2,background,3004.88471519202,images/stimuli/3_A_a.gif,curiosity_background,1
S021,1,curiosity,7,3,background,2198.039480485022,images/stimuli/12_A_a.gif,curiosity_background,2
S021,1,curiosity,7,4,background,1912.4203401152045,images/stimuli/1_A_a.gif,curiosity_background,4
S021,1,curiosity,7,5,background,1369.5562778739259,images/stimuli/12_A_a.gif,curiosity_background,3
S021,1,curiosity,7,6,background,870.5429614055902,images/stimuli/13_A_a.gif,curiosity_background,3
S021,1,curiosity,7,7,deviant,26555.854675825685,images/stimuli/18_A_a.gif,curiosity_background,1
S022,1,curiosity,5,1,background,4853.097179788165,images/stimuli/16_A_a.gif,curiosity_background,3
S022,1,curiosity,5,2,background,4521.63019834552,images/stimuli/15_A_a.gif,curiosity_background,4
S022,1,curiosity,5,3,background,2749.6332079172134,images/stimuli/7_A_a.gif,curiosity_background,3
S022,1,curiosity,5,4,background,2304.694611346349,images/stimuli/16_A_a.gif,curiosity_background,3
S022,1,curiosity,5,5,deviant,24475.41609639302,images/stimuli/18_A_a.gif,curiosity_background,2
S023,1,curiosity,5,1,background,3205.064255162142,images/stimuli/8_A_a.gif,curiosity_background,1
S023,1,curiosity,5,2,background,2560.340169700794,images/stimuli/5_A_a.gif,curiosity_background,5
S023,1,curiosity,5,3,background,1727.3805614095181,images/stimuli/5_A_a.gif,curiosity_background,2
S023,1,curiosity,5,4,background,1500.1389196841046,images/stimuli/19_A_a.gif,curiosity_background,1
S023,1,curiosity,5,5,deviant,22549.21516869217,images/stimuli/12_A_a.gif,curiosity_background,5
S024,1,curiosity,5,1,background,4813.7681155931205,images/stimuli/2_A_a.gif,curiosity_background,3
S024,1,curiosity,5,2,background,3182.916328078136,images/stimuli/6_A_a.gif,curiosity_background,1
S024,1,curiosity,5,3,background,2796.260080882348,images/stimuli/13_A_a.gif,curiosity_background,3
S024,1,curiosity,5,4,background,1198.6886116210371,images/stimuli/12_A_a.gif,curiosity_background,3
S024,1,curiosity,5,5,deviant,28458.510055206716,images/stimuli/3_A_a.gif,curiosity_background,1
S025,1,curiosity,7,1,background,4977.475306368433,images/stimuli/6_A_a.gif,curiosity_background,1
S025,1,curiosity,7,2,background,4412.925928947516,images/stimuli/12_A_a.gif,curiosity_background,3
S025,1,curiosity,7,3,background,2930.8683045674115,images/stimuli/19_A_a.gif,curiosity_background,5
S025,1,curiosity,7,4,background,2329.08101787325,images/stimuli/17_A_a.gif,curiosity_background,5
S025,1,curiosity,7,5,background,1030.7823671028018,images/stimuli/6_A_a.gif,curiosity_background,3
S025,1,curiosity,7,6,background,520.7403834210709,images/stimuli/5_A_a.gif,curiosity_background,5
S025,1,curiosity,7,7,deviant,28815.976679325104,images/stimuli/17_A_a.gif,curiosity_background,4
S026,1,curiosity,7,1,background,4971.095496206544,images/stimuli/20_A_a.gif,curiosity_background,1
S026,1,curiosity,7,2,background,4723.502008942887,images/stimuli/17_A_a.gif,curiosity_background,2
S026,1,curiosity,7,3,background,3500.6079837912694,images/stimuli/11_A_a.gif,curiosity_background,4
S026,1,curiosity,7,4,background,3108.1070030340925,images/stimuli/8_A_a.gif,curiosity_background,3
S026,1,curiosity,7,5,background,3100.116760004312,images/stimuli/5_A_a.gif,curiosity_background,4
S026,1,curiosity,7,6,background,2008.7348647648469,images/stimuli/19_A_a.gif,curiosity_background,2
S026,1,curiosity,7,7,deviant,25748.568349517882,images/stimuli/11_A_a.gif,curiosity_background,4
S027,1,curiosity,7,1,background,4030.465559801087,images/stimuli/7_A_a.gif,curiosity_background,1
S027,1,curiosity,7,2,background,3209.476572810672,images/stimuli/5_A_a.gif,curiosity_background,3
S027,1,curiosity,7,3,background,2263.326099142432,images/stimuli/9_A_a.gif,curiosity_background,3
S027,1,curiosity,7,4,background,1956.0301009332761,images/stimuli/6_A_a.gif,curiosity_background,2
S027,1,curiosity,7,5,background,1396.2728052865714,images/stimuli/9_A_a.gif,curiosity_background,1
S027,1,curiosity,7,6,background,706.5767593448982,images/stimuli/3_A_a.gif,curiosity_background,5
S027,1,curiosity,7,7,deviant,25412.716795690358,images/stimuli/9_A_a.gif,curiosity_background,4
S028,1,curiosity,5,1,background,3328.551838058047,images/stimuli/15_A_a.gif,curiosity_background,5
S028,1,curiosity,5,2,background,3298.507902538404,images/stimuli/8_A_a.gif,curiosity_background,2
S028,1,curiosity,5,3,background,870.2151891775429,images/stimuli/1_A_a.gif,curiosity_background,1
S028,1,curiosity,5,4,background,849.3917547166348,images/stimuli/6_A_a.gif,curiosity_background,2
S028,1,curiosity,5,5,deviant,26870.946898125112,images/stimuli/17_A_a.gif,curiosity_background,3
S029,1,curiosity,5,1,background,4126.657886779867,images/stimuli/19_A_a.gif,curiosity_background,1
S029,1,curiosity,5,2,background,2610.9382699942216,images/stimuli/6_A_a.gif,curiosity_background,4
S029,1,curiosity,5,3,background,1762.6888224622235,images/stimuli/6_A_a.gif,curiosity_background,2
S029,1,curiosity,5,4,background,1224.3156603071839,images/stimuli/8_A_a.gif,curiosity_background,3
S029,1,curiosity,5,5,deviant,27547.839852049947,images/stimuli/4_A_a.gif,curiosity_background,3
S030,1,curiosity,5,1,background,2210.019117570482,images/stimuli/14_A_a.gif,curiosity_background,3
S030,1,curiosity,5,2,background,2118.295259657316,images/stimuli/7_A_a.gif,curiosity_background,1
S030,1,curiosity,5,3,background,1861.979220295325,images/stimuli/3_A_a.gif,curiosity_background,3
S030,1,curiosity,5,4,background,1457.065109279938,images/stimuli/1_A_a.gif,curiosity_background,4
S030,1,curiosity,5,5,deviant,20443.997136317194,images/stimuli/15_A_a.gif,curiosity_background,1
S031,1,curiosity,7,1,background,3303.2595636323094,images/stimuli/20_A_a.gif,curiosity_background,1
S031,1,curiosity,7,2,background,2588.690586737357,images/stimuli/9_A_a.gif,curiosity_background,3
S031,1,curiosity,7,3,background,2530.61164310202,images/stimuli/16_A_a.gif,curiosity_background,1
S031,1,curiosity,7,4,background,2369.9466536054388,images/stimuli/1_A_a.gif,curiosity_background,2
S031,1,curiosity,7,5,background,1630.2843383746222,images/stimuli/17_A_a.gif,curiosity_background,3
S031,1,curiosity,7,6,background,1121.1359472945333,images/stimuli/18_A_a.gif,curiosity_background,1
S031,1,curiosity,7,7,deviant,21655.092290602624,images/stimuli/10_A_a.gif,curiosity_background,1
S032,1,curiosity,7,1,background,4964.712981833145,images/stimuli/5_A_a.gif,curiosity_background,3
S032,1,curiosity,7,2,background,3890.257630730048,images/stimuli/9_A_a.gif,curiosity_background,2
S032,1,curiosity,7,3,background,1973.5349901020527,images/stimuli/10_A_a.gif,curiosity_background,4
S032,1,curiosity,7,4,background,1590.7430171500891,images/stimuli/17_A_a.gif,curiosity_background,3
S032,1,curiosity,7,5,background,1360.3548236424103,images/stimuli/20_A_a.gif,curiosity_background,3
S032,1,curiosity,7,6,background,515.9097260329872,images/stimuli/7_A_a.gif,curiosity_background,2
S032,1,curiosity,7,7,deviant,29974.241435993463,images/stimuli/12_A_a.gif,curiosity_background,1
S033,1,curiosity,7,1,background,4169.807730475441,images/stimuli/10_A_a.gif,curiosity_background,2
S033,1,curiosity,7,2,background,3156.7701598396525,images/stimuli/8_A_a.gif,curiosity_background,2
S033,1,curiosity,7,3,background,2655.268365284428,images/stimuli/10_A_a.gif,curiosity_background,5
S033,1,curiosity,7,4,background,1398.8882419653237,images/stimuli/14_A_a.gif,curiosity_background,5
S033,1,curiosity,7,5,background,934.7910612123087,images/stimuli/15_A_a.gif,curiosity_background,1
S033,1,curiosity,7,6,background,723.3151339460164,images/stimuli/19_A_a.gif,curiosity_background,1
S033,1,curiosity,7,7,deviant,29508.902349043638,images/stimuli/1_A_a.gif,curiosity_background,2
S034,1,curiosity,7,1,background,4846.040750970133,images/stimuli/14_A_a.gif,curiosity_background,1
S034,1,curiosity,7,2,background,3635.7757948571816,images/stimuli/3_A_a.gif,curiosity_background,3
S034,1,curiosity,7,3,background,2848.5306506045163,images/stimuli/10_A_a.gif,curiosity_background,2
S034,1,curiosity,7,4,background,2275.28382698074,images/stimuli/13_A_a.gif,curiosity_background,1
S034,1,curiosity,7,5,background,1189.8872224846855,images/stimuli/19_A_a.gif,curiosity_background,2
S034,1,curiosity,7,6,background,720.4349328530952,images/stimuli/2_A_a.gif,curiosity_background,3
S034,1,curiosity,7,7,deviant,27277.858732268214,images/stimuli/17_A_a.gif,curiosity_background,2
S035,1,curiosity,7,1,background,4444.473703624681,images/stimuli/1_A_a.gif,curiosity_background,3
S035,1,curiosity,7,2,background,4268.851365079172,images/stimuli/18_A_a.gif,curiosity_background,2
S035,1,curiosity,7,3,background,3742.8216910921037,images/stimuli/7_A_a.gif,curiosity_background,3
S035,1,curiosity,7,4,background,1764.7851699730381,images/stimuli/7_A_a.gif,curiosity_background,4
S035,1,curiosity,7,5,background,1416.2409011041746,images/stimuli/4_A_a.gif,curiosity_background,1
S035,1,curiosity,7,6,background,1267.833944177255,images/stimuli/5_A_a.gif,curiosity_background,3
S035,1,curiosity,7,7,deviant,22099.908967502415,images/stimuli/11_A_a.gif,curiosity_background,2
S036,1,curiosity,7,1,background,4149.950758786872,images/stimuli/18_A_a.gif,curiosity_background,1
S036,1,curiosity,7,2,background,3544.012613245286,images/stimuli/8_A_a.gif,curiosity_background,3
S036,1,curiosity,7,3,background,3029.522701399401,images/stimuli/15_A_a.gif,curiosity_background,3
S036,1,curiosity,7,4,background,2622.417992562987,images/stimuli/7_A_a.gif,curiosity_background,5
S036,1,curiosity,7,5,background,1173.744847299531,images/stimuli/14_A_a.gif,curiosity_background,3
S036,1,curiosity,7,6,background,1121.2022167164832,images/stimuli/10_A_a.gif,curiosity_background,3
S036,1,curiosity,7,7,deviant,29623.885322362185,images/stimuli/16_A_a.gif,curiosity_background,4
S037,1,curiosity,5,1,background,4984.3232206767425,images/stimuli/13_A_a.gif,curiosity_background,3
S037,1,curiosity,5,2,background,3667.4015264725313,images/stimuli/15_A_a.gif,curiosity_background,5
S037,1,curiosity,5,3,background,3160.4012788739055,images/stimuli/12_A_a.gif,curiosity_background,1
S037,1,curiosity,5,4,background,704.0124564664438,images/stimuli/9_A_a.gif,curiosity_background,3
S037,1,curiosity,5,5,deviant,29900.72537912056,images/stimuli/19_A_a.gif,curiosity_background,1
S038,1,curiosity,7,1,background,4304.671514197253,images/stimuli/13_A_a.gif,curiosity_background,1
S038,1,curiosity,7,2,background,3858.8693406200036,images/stimuli/12_A_a.gif,curiosity_background,4
S038,1,curiosity,7,3,background,3724.76231912151,images/stimuli/19_A_a.gif,curiosity_background,2
S038,1,curiosity,7,4,background,2596.0515091428533,images/stimuli/12_A_a.gif,curiosity_background,5
S038,1,curiosity,7,5,background,626.8194941803813,images/stimuli/20_A_a.gif,curiosity_background,3
S038,1,curiosity,7,6,background,539.2283860128373,images/stimuli/4_A_a.gif,curiosity_background,5
S038,1,curiosity,7,7,deviant,22640.307643450797,images/stimuli/16_A_a.gif,curiosity_background,5
S039,1,curiosity,5,1,background,3379.6631392324343,images/stimuli/12_A_a.gif,curiosity_background,2
S039,1,curiosity,5,2,background,3038.1909670541063,images/stimuli/13_A_a.gif,curiosity_background,3
S039,1,curiosity,5,3,background,964.3959515960887,images/stimuli/6_A_a.gif,curiosity_background,3
S039,1,curiosity,5,4,background,920.3813836211339,images/stimuli/10_A_a.gif,curiosity_background,5
S039,1,curiosity,5,5,deviant,23055.36519503221,images/stimuli/8_A_a.gif,curiosity_background,1
S040,1,curiosity,7,1,background,4851.823237375356,images/stimuli/1_A_a.gif,curiosity_background,5
S040,1,curiosity,7,2,background,4740.83277664613,images/stimuli/6_A_a.gif,curiosity_background,5
S040,1,curiosity,7,3,background,3443.4824743075296,images/stimuli/5_A_a.gif,curiosity_background,3
S040,1,curiosity,7,4,background,1670.219856314361,images/stimuli/18_A_a.gif,curiosity_background,5
S040,1,curiosity,7,5,background,1604.5893438858911,images/stimuli/7_A_a.gif,curiosity_background,3
S040,1,curiosity,7,6,background,601.056766579859,images/stimuli/17_A_a.gif,curiosity_background,1
S040,1,curiosity,7,7,deviant,20753.812375478446,images/stimuli/15_A_a.gif,curiosity_background,4
S041,1,curiosity,7,1,background,4531.171257956885,images/stimuli/4_A_a.gif,curiosity_background,2
S041,1,curiosity,7,2,background,3561.3295036600903,images/stimuli/18_A_a.gif,curiosity_background,2
S041,1,curiosity,7,3,background,1233.313878532499,images/stimuli/14_A_a.gif,curiosity_background,4
S041,1,curiosity,7,4,background,1189.2098505049944,images/stimuli/12_A_a.gif,curiosity_background,2
S041,1,curiosity,7,5,background,1067.1223932877183,images/stimuli/11_A_a.gif,curiosity_background,3
S041,1,curiosity,7,6,background,589.7695333696902,images/stimuli/11_A_a.gif,curiosity_background,4
S041,1,curiosity,7,7,deviant,22586.415936239064,images/stimuli/17_A_a.gif,curiosity_background,3
S042,1,curiosity,5,1,background,4524.039319716394,images/stimuli/7_A_a.gif,curiosity_background,4
S042,1,curiosity,5,2,background,4357.8443916048855,images/stimuli/19_A_a.gif,curiosity_background,4
S042,1,curiosity,5,3,background,3285.8261375222355,images/stimuli/10_A_a.gif,curiosity_background,2
S042,1,curiosity,5,4,background,2647.779496270232,images/stimuli/18_A_a.gif,curiosity_background,5
S042,1,curiosity,5,5,deviant,21690.69356750697,images/stimuli/8_A_a.gif,curiosity_background,5
S043,1,curiosity,5,1,background,3643.1258249795064,images/stimuli/6_A_a.gif,curiosity_background,1
S043,1,curiosity,5,2,background,2631.67005777359,images/stimuli/19_A_a.gif,curiosity_background,5
S043,1,curiosity,5,3,background,2162.8467953996733,images/stimuli/11_A_a.gif,curiosity_background,3
S043,1,curiosity,5,4,background,1538.6353161884472,images/stimuli/11_A_a.gif,curiosity_background,5
S043,1,curiosity,5,5,deviant,24541.346966288984,images/stimuli/12_A_a.gif,curiosity_background,4
S044,1,curiosity,5,1,background,4005.081986542791,images/stimuli/9_A_a.gif,curiosity_background,5
S044,1,curiosity,5,2,background,2591.316105797887,images/stimuli/4_A_a.gif,curiosity_background,1
S044,1,curiosity,5,3,background,2570.7497851690277,images/stimuli/19_A_a.gif,curiosity_background,4
S044,1,curiosity,5,4,background,2144.32383608073,images/stimuli/9_A_a.gif,curiosity_background,2
S044,1,curiosity,5,5,deviant,28236.663762945682,images/stimuli/2_A_a.gif,curiosity_background,2
S045,1,curiosity,7,1,background,4662.646366050467,images/stimuli/18_A_a.gif,curiosity_background,4
S045,1,curiosity,7,2,background,2618.691877229139,images/stimuli/3_A_a.gif,curiosity_background,4
S045,1,curiosity,7,3,background,2341.414754744619,images/stimuli/16_A_a.gif,curiosity_background,1
S045,1,curiosity,7,4,background,2207.3349890997633,images/stimuli/4_A_a.gif,curiosity_background,3
S045,1,curiosity,7,5,background,1614.0423306496814,images/stimuli/7_A_a.gif,curiosity_background,3
S045,1,curiosity,7,6,background,1424.2810531286523,images/stimuli/2_A_a.gif,curiosity_background,4
S045,1,curiosity,7,7,deviant,24661.747065838426,images/stimuli/14_A_a.gif,curiosity_background,2
S046,1,curiosity,7,1,background,4622.769560199231,images/stimuli/14_A_a.gif,curiosity_background,2
S046,1,curiosity,7,2,background,4554.985912865959,images/stimuli/17_A_a.gif,curiosity_background,4
S046,1,curiosity,7,3,background,4112.424611579627,images/stimuli/13_A_a.gif,curiosity_background,1
S046,1,curiosity,7,4,background,3795.4478630563244,images/stimuli/9_A_a.gif,curiosity_background,1
S046,1,curiosity,7,5,background,3243.6981588834897,images/stimuli/15_A_a.gif,curiosity_background,4
S046,1,curiosity,7,6,background,1509.6746012568474,images/stimuli/3_A_a.gif,curiosity_background,1
S046,1,curiosity,7,7,deviant,23124.08612575382,images/stimuli/6_A_a.gif,curiosity_background,1
S047,1,curiosity,5,1,background,3845.366720110178,images/stimuli/11_A_a.gif,curiosity_background,3
S047,1,curiosity,5,2,background,2894.0928385127336,images/stimuli/1_A_a.gif,curiosity_background,1
S047,1,curiosity,5,3,background,1051.836862345226,images/stimuli/7_A_a.gif,curiosity_background,2
S047,1,curiosity,5,4,background,807.7333041001111,images/stimuli/15_A_a.gif,curiosity_background,2
S047,1,curiosity,5,5,deviant,26757.699991576374,images/stimuli/5_A_a.gif,curiosity_background,4
S048,1,curiosity,7,1,background,4945.856157690287,images/stimuli/16_A_a.gif,curiosity_background,4
S048,1,curiosity,7,2,background,4447.570324409753,images/stimuli/2_A_a.gif,curiosity_background,3
