subject,block_number,task_type,deviant_position,trial_number,trial_type,trial_looking_time,stimulus_displayed,task_question_type,task_question_response
S008,1,curiosity,5,4,background,1095.7627695001177,images/stimuli/3_A_a.gif,curiosity_background,2
S008,1,curiosity,5,5,deviant,4466.968323991157,images/stimuli/4_A_a.gif,curiosity_background,3
S009,1,curiosity,7,1,background,6452.241363442631,images/stimuli/14_A_a.gif,curiosity_background,1
S009,1,curiosity,7,2,background,4245.710759130594,images/stimuli/13_A_a.gif,curiosity_background,4
S009,1,curiosity,7,3,background,2793.7671321984417,images/stimuli/2_A_a.gif,curiosity_background,2
S009,1,curiosity,7,4,background,1838.3576347416054,images/stimuli/11_A_a.gif,curiosity_background,4
S009,1,curiosity,7,5,background,1209.678055934942,images/stimuli/13_A_a.gif,curiosity_background,5
S009,1,curiosity,7,6,background,795.9936474581682,images/stimuli/14_A_a.gif,curiosity_background,5
S009,1,curiosity,7,7,deviant,4427.983961899528,images/stimuli/6_A_a.gif,curiosity_background,5
S010,1,curiosity,7,1,background,4321.164887236923,images/stimuli/8_A_a.gif,curiosity_background,2
S010,1,curiosity,7,2,background,2846.6951126248327,images/stimuli/10_A_a.gif,curiosity_background,5
S010,1,curiosity,7,3,background,1875.344560022987,images/stimuli/8_A_a.gif,curiosity_background,4
S010,1,curiosity,7,4,background,1235.4386682334205,images/stimuli/18_A_a.gif,curiosity_background,2
S010,1,curiosity,7,5,background,813.8817449885901,images/stimuli/9_A_a.gif,curiosity_background,2
S010,1,curiosity,7,6,background,536.1686596493345,images/stimuli/7_A_a.gif,curiosity_background,3
S010,1,curiosity,7,7,deviant,4045.6169431269614,images/stimuli/7_A_a.gif,curiosity_background,1
S011,1,curiosity,5,1,background,7644.93951556522,images/stimuli/13_A_a.gif,curiosity_background,1
S011,1,curiosity,5,2,background,6247.327001654524,images/stimuli/11_A_a.gif,curiosity_background,2
S011,1,curiosity,5,3,background,5105.219548975872,images/stimuli/11_A_a.gif,curiosity_background,4
S011,1,curiosity,5,4,background,4171.90690295912,images/stimuli/20_A_a.gif,curiosity_background,5
S011,1,curiosity,5,5,deviant,1288.5823163845075,images/stimuli/7_A_a.gif,curiosity_background,1
S012,1,curiosity,5,1,background,3369.425782495526,images/stimuli/14_A_a.gif,curiosity_background,2
S012,1,curiosity,5,2,background,2118.2921369944065,images/stimuli/6_A_a.gif,curiosity_background,1
S012,1,curiosity,5,3,background,1331.728866373476,images/stimuli/1_A_a.gif,curiosity_background,5
S012,1,curiosity,5,4,background,837.2319108207437,images/stimuli/10_A_a.gif,curiosity_background,2
S012,1,curiosity,5,5,deviant,4985.28009284067,images/stimuli/17_A_a.gif,curiosity_background,3
S013,1,curiosity,5,1,background,5435.088818915712,images/stimuli/9_A_a.gif,curiosity_background,5
S013,1,curiosity,5,2,background,3959.032704962873,images/stimuli/20_A_a.gif,curiosity_background,1
S013,1,curiosity,5,3,background,2883.8424690348593,images/stimuli/6_A_a.gif,curiosity_background,4
S013,1,curiosity,5,4,background,2100.6513474323683,images/stimuli/18_A_a.gif,curiosity_background,3
S013,1,curiosity,5,5,deviant,3124.418608502002,images/stimuli/17_A_a.gif,curiosity_background,1
S014,1,curiosity,7,1,background,4163.629384790731,images/stimuli/1_A_a.gif,curiosity_background,5
S014,1,curiosity,7,2,background,2590.54431454344,images/stimuli/5_A_a.gif,curiosity_background,1
S014,1,curiosity,7,3,background,1611.7956776190447,images/stimuli/8_A_a.gif,curiosity_background,1
S014,1,curiosity,7,4,background,1002.8337642428205,images/stimuli/13_A_a.gif,curiosity_background,5
S014,1,curiosity,7,5,background,623.9472984510143,images/stimuli/18_A_a.gif,curiosity_background,5
S014,1,curiosity,7,6,background,388.210135244363,images/stimuli/10_A_a.gif,curiosity_background,4
S014,1,curiosity,7,7,deviant,4894.305080691378,images/stimuli/6_A_a.gif,curiosity_background,5
S015,1,curiosity,7,1,background,6024.598756963427,images/stimuli/18_A_a.gif,curiosity_background,1
S015,1,curiosity,7,2,background,4350.001159845348,images/stimuli/17_A_a.gif,curiosity_background,3
S015,1,curiosity,7,3,background,3140.8747460209893,images/stimuli/1_A_a.gif,curiosity_background,2
S015,1,curiosity,7,4,background,2267.8371355981753,images/stimuli/2_A_a.gif,curiosity_background,2
S015,1,curiosity,7,5,background,1637.4690777190792,images/stimuli/17_A_a.gif,curiosity_background,5
S015,1,curiosity,7,6,background,1182.3181384579182,images/stimuli/2_A_a.gif,curiosity_background,4
S015,1,curiosity,7,7,deviant,3027.5650243723817,images/stimuli/13_A_a.gif,curiosity_background,1
S016,1,curiosity,5,1,background,6771.229238620324,images/stimuli/10_A_a.gif,curiosity_background,4
S016,1,curiosity,5,2,background,4651.606360564119,images/stimuli/6_A_a.gif,curiosity_background,3
S016,1,curiosity,5,3,background,3195.496854578405,images/stimuli/16_A_a.gif,curiosity_background,3
S016,1,curiosity,5,4,background,2195.198681081458,images/stimuli/16_A_a.gif,curiosity_background,3
S016,1,curiosity,5,5,deviant,4109.177500725953,images/stimuli/3_A_a.gif,curiosity_background,5
S017,1,curiosity,5,1,background,5045.85041774686,images/stimuli/15_A_a.gif,curiosity_background,4
S017,1,curiosity,5,2,background,4007.824830374574,images/stimuli/3_A_a.gif,curiosity_background,2
S017,1,curiosity,5,3,background,3183.3404760618123,images/stimuli/9_A_a.gif,curiosity_background,2
S017,1,curiosity,5,4,background,2528.4679384518777,images/stimuli/7_A_a.gif,curiosity_background,4
S017,1,curiosity,5,5,deviant,1710.4354399018034,images/stimuli/9_A_a.gif,curiosity_background,1
S018,1,curiosity,7,1,background,4687.217420240112,images/stimuli/13_A_a.gif,curiosity_background,5
S018,1,curiosity,7,2,background,3324.4431641548276,images/stimuli/5_A_a.gif,curiosity_background,1
S018,1,curiosity,7,3,background,2357.8855770530076,images/stimuli/11_A_a.gif,curiosity_background,4
S018,1,curiosity,7,4,background,1672.3475541468658,images/stimuli/1_A_a.gif,curiosity_background,3
S018,1,curiosity,7,5,background,1186.1247081194265,images/stimuli/19_A_a.gif,curiosity_background,1
S018,1,curiosity,7,6,background,841.2676059607172,images/stimuli/12_A_a.gif,curiosity_background,2
S018,1,curiosity,7,7,deviant,2479.793523871032,images/stimuli/2_A_a.gif,curiosity_background,3
S019,1,curiosity,5,1,background,5205.929731799376,images/stimuli/6_A_a.gif,curiosity_background,4
S019,1,curiosity,5,2,background,3422.208186489427,images/stimuli/10_A_a.gif,curiosity_background,4
S019,1,curiosity,5,3,background,2249.647896731655,images/stimuli/8_A_a.gif,curiosity_background,5
S019,1,curiosity,5,4,background,1478.8450566067847,images/stimuli/10_A_a.gif,curiosity_background,4
S019,1,curiosity,5,5,deviant,3709.1142096888443,images/stimuli/13_A_a.gif,curiosity_background,1
S020,1,curiosity,7,1,background,7092.433213604629,images/stimuli/18_A_a.gif,curiosity_background,2
S020,1,curiosity,7,2,background,5094.642372461289,images/stimuli/8_A_a.gif,curiosity_background,3
S020,1,curiosity,7,3,background,3659.587636791651,images/stimuli/19_A_a.gif,curiosity_background,5
S020,1,curiosity,7,4,background,2628.7579563485974,images/stimuli/10_A_a.gif,curiosity_background,5
S020,1,curiosity,7,5,background,1888.2915450890393,images/stimuli/11_A_a.gif,curiosity_background,3
S020,1,curiosity,7,6,background,1356.3991126088727,images/stimuli/17_A_a.gif,curiosity_background,2
S020,1,curiosity,7,7,deviant,3263.2301912792805,images/stimuli/12_A_a.gif,curiosity_background,5
S021,1,curiosity,7,1,background,3766.5368025151147,images/stimuli/17_A_a.gif,curiosity_background,5
S021,1,curiosity,7,2,background,2516.0464537954444,images/stimuli/12_A_a.gif,curiosity_background,2
S021,1,curiosity,7,3,background,1680.7189441052135,images/stimuli/2_A_a.gif,curiosity_background,3
S021,1,curiosity,7,4,background,1122.7201965261497,images/stimuli/18_A_a.gif,curiosity_background,3
S021,1,curiosity,7,5,background,749.9770524445336,images/stimuli/12_A_a.gif,curiosity_background,3
S021,1,curiosity,7,6,background,500.9846450912132,images/stimuli/15_A_a.gif,curiosity_background,1
S021,1,curiosity,7,7,deviant,3945.145775079773,images/stimuli/19_A_a.gif,curiosity_background,1
S022,1,curiosity,7,1,background,4581.543671579238,images/stimuli/13_A_a.gif,curiosity_background,3
S022,1,curiosity,7,2,background,3007.9722553454644,images/stimuli/10_A_a.gif,curiosity_background,1
S022,1,curiosity,7,3,background,1974.857763564504,images/stimuli/10_A_a.gif,curiosity_background,5
S022,1,curiosity,7,4,background,1296.575518401207,images/stimuli/7_A_a.gif,curiosity_background,3
S022,1,curiosity,7,5,background,851.2552680670307,images/stimuli/18_A_a.gif,curiosity_background,4
S022,1,curiosity,7,6,background,558.8841692039757,images/stimuli/17_A_a.gif,curiosity_background,2
S022,1,curiosity,7,7,deviant,3734.0489116275576,images/stimuli/20_A_a.gif,curiosity_background,5
S023,1,curiosity,5,1,background,6411.867178819818,images/stimuli/9_A_a.gif,curiosity_background,3
S023,1,curiosity,5,2,background,4728.153151116686,images/stimuli/11_A_a.gif,curiosity_background,3
S023,1,curiosity,5,3,background,3486.571321106099,images/stimuli/6_A_a.gif,curiosity_background,4
S023,1,curiosity,5,4,background,2571.020690031689,images/stimuli/12_A_a.gif,curiosity_background,4
S023,1,curiosity,5,5,deviant,3521.7629206294737,images/stimuli/19_A_a.gif,curiosity_background,3
S024,1,curiosity,7,1,background,5374.5910480745115,images/stimuli/10_A_a.gif,curiosity_background,4
S024,1,curiosity,7,2,background,3776.2430649335706,images/stimuli/16_A_a.gif,curiosity_background,1
S024,1,curiosity,7,3,background,2653.227298208604,images/stimuli/16_A_a.gif,curiosity_background,1
S024,1,curiosity,7,4,background,1864.184845866951,images/stimuli/20_A_a.gif,curiosity_background,4
S024,1,curiosity,7,5,background,1309.795486389858,images/stimuli/10_A_a.gif,curiosity_background,4
S024,1,curiosity,7,6,background,920.275808469739,images/stimuli/6_A_a.gif,curiosity_background,5
S024,1,curiosity,7,7,deviant,2459.3194562605017,images/stimuli/19_A_a.gif,curiosity_background,1
S025,1,curiosity,7,1,background,6796.912868052908,images/stimuli/5_A_a.gif,curiosity_background,2
S025,1,curiosity,7,2,background,4983.336939303607,images/stimuli/14_A_a.gif,curiosity_background,5
S025,1,curiosity,7,3,background,3653.6656468485626,images/stimuli/15_A_a.gif,curiosity_background,4
S025,1,curiosity,7,4,background,2678.781872779971,images/stimuli/15_A_a.gif,curiosity_background,4
S025,1,curiosity,7,5,background,1964.019977614551,images/stimuli/16_A_a.gif,curiosity_background,1
S025,1,curiosity,7,6,background,1439.9733370100705,images/stimuli/19_A_a.gif,curiosity_background,3
S025,1,curiosity,7,7,deviant,3676.3193984980317,images/stimuli/8_A_a.gif,curiosity_background,3
S026,1,curiosity,5,1,background,6756.24338794424,images/stimuli/2_A_a.gif,curiosity_background,2
S026,1,curiosity,5,2,background,5008.656298137812,images/stimuli/6_A_a.gif,curiosity_background,2
S026,1,curiosity,5,3,background,3713.104527530766,images/stimuli/20_A_a.gif,curiosity_background,3
S026,1,curiosity,5,4,background,2752.6634713377025,images/stimuli/14_A_a.gif,curiosity_background,5
S026,1,curiosity,5,5,deviant,2832.578195411088,images/stimuli/14_A_a.gif,curiosity_background,1
S027,1,curiosity,5,1,background,4252.470511376703,images/stimuli/10_A_a.gif,curiosity_background,4
S027,1,curiosity,5,2,background,2772.5279158280687,images/stimuli/5_A_a.gif,curiosity_background,4
S027,1,curiosity,5,3,background,1807.6341795859646,images/stimuli/17_A_a.gif,curiosity_background,1
S027,1,curiosity,5,4,background,1178.5422641025093,images/stimuli/6_A_a.gif,curiosity_background,3
S027,1,curiosity,5,5,deviant,4784.670143071479,images/stimuli/8_A_a.gif,curiosity_background,4
S028,1,curiosity,5,1,background,5273.119405237282,images/stimuli/15_A_a.gif,curiosity_background,2
S028,1,curiosity,5,2,background,3444.3750754371094,images/stimuli/20_A_a.gif,curiosity_background,3
S028,1,curiosity,5,3,background,2249.848476503169,images/stimuli/2_A_a.gif,curiosity_background,3
S028,1,curiosity,5,4,background,1469.5897097040915,images/stimuli/16_A_a.gif,curiosity_background,1
S028,1,curiosity,5,5,deviant,4951.56890813723,images/stimuli/19_A_a.gif,curiosity_background,5
S029,1,curiosity,7,1,background,4775.1317648418635,images/stimuli/19_A_a.gif,curiosity_background,3
S029,1,curiosity,7,2,background,3886.0738913174355,images/stimuli/2_A_a.gif,curiosity_background,3
S029,1,curiosity,7,3,background,3162.5452516238897,images/stimuli/4_A_a.gif,curiosity_background,1
S029,1,curiosity,7,4,background,2573.7267865429317,images/stimuli/11_A_a.gif,curiosity_background,2
S029,1,curiosity,7,5,background,2094.5374831766626,images/stimuli/1_A_a.gif,curiosity_background,2
S029,1,curiosity,7,6,background,1704.5660368344024,images/stimuli/19_A_a.gif,curiosity_background,2
S029,1,curiosity,7,7,deviant,2086.9476936673886,images/stimuli/18_A_a.gif,curiosity_background,4
S030,1,curiosity,7,1,background,5122.852526759275,images/stimuli/3_A_a.gif,curiosity_background,4
S030,1,curiosity,7,2,background,4165.215730801264,images/stimuli/16_A_a.gif,curiosity_background,5
S030,1,curiosity,7,3,background,3386.5940886432913,images/stimuli/1_A_a.gif,curiosity_background,1
S030,1,curiosity,7,4,background,2753.5235297470135,images/stimuli/12_A_a.gif,curiosity_background,2
S030,1,curiosity,7,5,background,2238.7955658151664,images/stimuli/18_A_a.gif,curiosity_background,3
S030,1,curiosity,7,6,background,1820.2879079715574,images/stimuli/14_A_a.gif,curiosity_background,1
S030,1,curiosity,7,7,deviant,2615.0152461716743,images/stimuli/8_A_a.gif,curiosity_background,1
S031,1,curiosity,5,1,background,4364.911044712524,images/stimuli/8_A_a.gif,curiosity_background,1
S031,1,curiosity,5,2,background,3250.6467388859187,images/stimuli/15_A_a.gif,curiosity_background,5
S031,1,curiosity,5,3,background,2420.829224877271,images/stimuli/4_A_a.gif,curiosity_background,2
S031,1,curiosity,5,4,background,1802.8455894375054,images/stimuli/13_A_a.gif,curiosity_background,4
S031,1,curiosity,5,5,deviant,3375.899872859291,images/stimuli/3_A_a.gif,curiosity_background,2
S032,1,curiosity,5,1,background,3711.3197591500966,images/stimuli/13_A_a.gif,curiosity_background,2
S032,1,curiosity,5,2,background,2570.64353082131,images/stimuli/6_A_a.gif,curiosity_background,4
S032,1,curiosity,5,3,background,1780.5547868143676,images/stimuli/9_A_a.gif,curiosity_background,2
S032,1,curiosity,5,4,background,1233.3002654143327,images/stimuli/8_A_a.gif,curiosity_background,1
S032,1,curiosity,5,5,deviant,3659.57400757964,images/stimuli/1_A_a.gif,curiosity_background,1
S033,1,curiosity,5,1,background,4635.481140575575,images/stimuli/2_A_a.gif,curiosity_background,5
S033,1,curiosity,5,2,background,3435.8896992242626,images/stimuli/1_A_a.gif,curiosity_background,4
S033,1,curiosity,5,3,background,2546.7341290422246,images/stimuli/9_A_a.gif,curiosity_background,4
S033,1,curiosity,5,4,background,1887.6783866178248,images/stimuli/7_A_a.gif,curiosity_background,4
S033,1,curiosity,5,5,deviant,2877.353450597339,images/stimuli/13_A_a.gif,curiosity_background,5
S034,1,curiosity,7,1,background,6524.558990090545,images/stimuli/10_A_a.gif,curiosity_background,1
S034,1,curiosity,7,2,background,4726.968868339369,images/stimuli/9_A_a.gif,curiosity_background,3
S034,1,curiosity,7,3,background,3424.635246027485,images/stimuli/12_A_a.gif,curiosity_background,3
S034,1,curiosity,7,4,background,2481.1093313703036,images/stimuli/8_A_a.gif,curiosity_background,2
S034,1,curiosity,7,5,background,1797.5355247988916,images/stimuli/7_A_a.gif,curiosity_background,3
S034,1,curiosity,7,6,background,1302.294067440183,images/stimuli/15_A_a.gif,curiosity_background,4
S034,1,curiosity,7,7,deviant,2592.5505339221827,images/stimuli/19_A_a.gif,curiosity_background,2
S035,1,curiosity,5,1,background,4476.128999113159,images/stimuli/12_A_a.gif,curiosity_background,1
S035,1,curiosity,5,2,background,3055.9256987446606,images/stimuli/14_A_a.gif,curiosity_background,1
S035,1,curiosity,5,3,background,2086.32992438294,images/stimuli/5_A_a.gif,curiosity_background,4
S035,1,curiosity,5,4,background,1424.3711995889805,images/stimuli/14_A_a.gif,curiosity_background,3
S035,1,curiosity,5,5,deviant,5000.276746109026,images/stimuli/6_A_a.gif,curiosity_background,5
S036,1,curiosity,7,1,background,5914.44038022311,images/stimuli/4_A_a.gif,curiosity_background,5
S036,1,curiosity,7,2,background,4029.248338691285,images/stimuli/11_A_a.gif,curiosity_background,5
S036,1,curiosity,7,3,background,2744.949839909292,images/stimuli/5_A_a.gif,curiosity_background,1
S036,1,curiosity,7,4,background,1870.0137073371272,images/stimuli/4_A_a.gif,curiosity_background,1
S036,1,curiosity,7,5,background,1273.9581666615463,images/stimuli/19_A_a.gif,curiosity_background,1
S036,1,curiosity,7,6,background,867.8917186734062,images/stimuli/3_A_a.gif,curiosity_background,5
S036,1,curiosity,7,7,deviant,3250.4992039530707,images/stimuli/1_A_a.gif,curiosity_background,5
S037,1,curiosity,7,1,background,5236.232078574373,images/stimuli/18_A_a.gif,curiosity_background,5
S037,1,curiosity,7,2,background,3637.1211812111383,images/stimuli/4_A_a.gif,curiosity_background,3
S037,1,curiosity,7,3,background,2526.3682526494053,images/stimuli/10_A_a.gif,curiosity_background,1
S037,1,curiosity,7,4,background,1754.8319756201984,images/stimuli/15_A_a.gif,curiosity_background,2
S037,1,curiosity,7,5,background,1218.9178119340602,images/stimuli/8_A_a.gif,curiosity_background,4
S037,1,curiosity,7,6,background,846.6683151958264,images/stimuli/1_A_a.gif,curiosity_background,4
S037,1,curiosity,7,7,deviant,3105.3865359687575,images/stimuli/11_A_a.gif,curiosity_background,1
S038,1,curiosity,5,1,background,7158.193621222886,images/stimuli/4_A_a.gif,curiosity_background,3
S038,1,curiosity,5,2,background,5825.455080131994,images/stimuli/8_A_a.gif,curiosity_background,3
S038,1,curiosity,5,3,background,4740.850651206348,images/stimuli/5_A_a.gif,curiosity_background,2
S038,1,curiosity,5,4,background,3858.181822343466,images/stimuli/6_A_a.gif,curiosity_background,5
S038,1,curiosity,5,5,deviant,1908.6512936873746,images/stimuli/4_A_a.gif,curiosity_background,5
S039,1,curiosity,7,1,background,6717.739151422527,images/stimuli/15_A_a.gif,curiosity_background,4
S039,1,curiosity,7,2,background,4606.155379688946,images/stimuli/19_A_a.gif,curiosity_background,2
S039,1,curiosity,7,3,background,3158.304736697708,images/stimuli/10_A_a.gif,curiosity_background,1
S039,1,curiosity,7,4,background,2165.556301863353,images/stimuli/13_A_a.gif,curiosity_background,4
S039,1,curiosity,7,5,background,1484.858013240203,images/stimuli/3_A_a.gif,curiosity_background,1
S039,1,curiosity,7,6,background,1018.1232958877678,images/stimuli/18_A_a.gif,curiosity_background,5
S039,1,curiosity,7,7,deviant,3812.987790396981,images/stimuli/10_A_a.gif,curiosity_background,2
S040,1,curiosity,5,1,background,5192.562305770566,images/stimuli/15_A_a.gif,curiosity_background,3
S040,1,curiosity,5,2,background,3836.969808172183,images/stimuli/8_A_a.gif,curiosity_background,3
S040,1,curiosity,5,3,background,2835.2740789385894,images/stimuli/3_A_a.gif,curiosity_background,1
S040,1,curiosity,5,4,background,2095.0853159124795,images/stimuli/2_A_a.gif,curiosity_background,1
S040,1,curiosity,5,5,deviant,2918.422712509927,images/stimuli/6_A_a.gif,curiosity_background,5
S041,1,curiosity,5,1,background,6248.8202470092665,images/stimuli/2_A_a.gif,curiosity_background,2
S041,1,curiosity,5,2,background,4432.13695976269,images/stimuli/9_A_a.gif,curiosity_background,4
S041,1,curiosity,5,3,background,3143.607473666113,images/stimuli/11_A_a.gif,curiosity_background,3
S041,1,curiosity,5,4,background,2229.6846957135936,images/stimuli/11_A_a.gif,curiosity_background,1
S041,1,curiosity,5,5,deviant,3824.5383550042598,images/stimuli/4_A_a.gif,curiosity_background,3
S042,1,curiosity,7,1,background,4282.5034119246075,images/stimuli/18_A_a.gif,curiosity_background,2
S042,1,curiosity,7,2,background,3078.930220816531,images/stimuli/3_A_a.gif,curiosity_background,3
S042,1,curiosity,7,3,background,2213.614419608131,images/stimuli/3_A_a.gif,curiosity_background,1
S042,1,curiosity,7,4,background,1591.4906955564393,images/stimuli/2_A_a.gif,curiosity_background,5
S042,1,curiosity,7,5,background,1144.2113005801164,images/stimuli/8_A_a.gif,curiosity_background,3
S042,1,curiosity,7,6,background,822.6372318925143,images/stimuli/13_A_a.gif,curiosity_background,2
S042,1,curiosity,7,7,deviant,2620.5158921215652,images/stimuli/8_A_a.gif,curiosity_background,1
S043,1,curiosity,5,1,background,5838.628797864713,images/stimuli/17_A_a.gif,curiosity_background,2
S043,1,curiosity,5,2,background,4153.562246865832,images/stimuli/8_A_a.gif,curiosity_background,3
S043,1,curiosity,5,3,background,2954.81695032548,images/stimuli/15_A_a.gif,curiosity_background,1
S043,1,curiosity,5,4,background,2102.0374057277963,images/stimuli/14_A_a.gif,curiosity_background,1
S043,1,curiosity,5,5,deviant,3112.721920990327,images/stimuli/14_A_a.gif,curiosity_background,2
S044,1,curiosity,7,1,background,5698.698739295049,images/stimuli/9_A_a.gif,curiosity_background,4
S044,1,curiosity,7,2,background,4486.852332412604,images/stimuli/19_A_a.gif,curiosity_background,2
S044,1,curiosity,7,3,background,3532.7089172232345,images/stimuli/18_A_a.gif,curiosity_background,5
S044,1,curiosity,7,4,background,2781.467133133392,images/stimuli/18_A_a.gif,curiosity_background,2
S044,1,curiosity,7,5,background,2189.9793031298914,images/stimuli/12_A_a.gif,curiosity_background,2
S044,1,curiosity,7,6,background,1724.2732409116982,images/stimuli/12_A_a.gif,curiosity_background,4
S044,1,curiosity,7,7,deviant,2545.8729039599502,images/stimuli/4_A_a.gif,curiosity_background,5
S045,1,curiosity,5,1,background,5478.6816787665175,images/stimuli/9_A_a.gif,curiosity_background,1
S045,1,curiosity,5,2,background,4382.187531618997,images/stimuli/3_A_a.gif,curiosity_background,2
S045,1,curiosity,5,3,background,3505.1438810003165,images/stimuli/19_A_a.gif,curiosity_background,4
S045,1,curiosity,5,4,background,2803.6302732062427,images/stimuli/8_A_a.gif,curiosity_background,3
S045,1,curiosity,5,5,deviant,2514.4702986622005,images/stimuli/13_A_a.gif,curiosity_background,5
S046,1,curiosity,7,1,background,5413.1780815176635,images/stimuli/4_A_a.gif,curiosity_background,2
S046,1,curiosity,7,2,background,4209.127225819458,images/stimuli/3_A_a.gif,curiosity_background,2
S046,1,curiosity,7,3,background,3272.8928803627055,images/stimuli/15_A_a.gif,curiosity_background,3
S046,1,curiosity,7,4,background,2544.9047347917694,images/stimuli/10_A_a.gif,curiosity_background,1
S046,1,curiosity,7,5,background,1978.8426770777264,images/stimuli/7_A_a.gif,curiosity_background,1
S046,1,curiosity,7,6,background,1538.6895576445008,images/stimuli/7_A_a.gif,curiosity_background,1
S046,1,curiosity,7,7,deviant,2281.460607214078,images/stimuli/2_A_a.gif,curiosity_background,1
S047,1,curiosity,5,1,background,6651.8176793108505,images/stimuli/8_A_a.gif,curiosity_background,3
S047,1,curiosity,5,2,background,5329.216228358866,images/stimuli/20_A_a.gif,curiosity_background,4
S047,1,curiosity,5,3,background,4269.591708284145,images/stimuli/11_A_a.gif,curiosity_background,3
